,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39
11953,0,2,32,14,10,47,43,3,8,14,1,3,0,10,0,12,28835,7422,5,4,512,14,0,386,457,29288,422,0,557,31495,0,335,0,3,30082,0,1,360,2,265
11954,0,4,1,2,7,31,17,4,7,29,2,1,0,1,3,7,10,16,0,0,9,1,0,21,3,11,3,1,145,14,5,115,1,2,14,3,0,14,1,2
11955,0,4,5,19,3,25,7,1,14,15,2,1,0,3,3,17,28,36,3,0,141,5,0,219,134,29,129,6,76,32,1,39,482,1,32,1,0,19,0,14
11956,0,2,11,2,1,0,42,22,10,45,1,2,3,6,0,103,2422,2885,0,2,99,1,0,4092,94,2446,92,7,1864,2656,6,1072,1,2,2535,0,7,900,1,2
11957,0,2,3,3,3,48,4,4,1,3,1,1,3,3,2,2,10,16,0,0,5714,0,0,4030,2102,11,1742,1,236,14,5,175,1,2,14,1,1,14,1,2
11958,1,3,5,3,7,26,0,22,16,25,0,7,0,1,0,101,41183,148,0,0,2252,16,0,1780,926,41186,824,0,3006,2417,0,830,1,2,9010,0,4,132,1,2
11959,1,2,24,0,9,4,9,5,0,18,1,2,0,0,14,84,8332,9645,3,0,1388,4,0,13031,1072,8436,941,9,333,9111,6,124,9,0,8688,0,4,21,13,223
11960,0,2,62,5,9,54,0,9,6,10,1,6,0,1,3,84,59,72,3,1,3127,30,0,7817,1613,60,1357,2,168,68,2,131,0,1,66,0,9,46,13,44
11961,0,2,0,4,7,98,48,7,5,41,1,1,0,1,13,233,0,1554,13,0,1105,5,0,1141,890,0,792,2,1514,26302,0,914,1,2,24921,3,1,773,1,2
11962,0,4,26,0,4,171,33,10,8,25,2,1,0,5,6,125,440,551,0,4,599,14,0,105,473,450,280,1,267,517,0,197,0,0,468,0,1,455,4,143
11963,1,4,16,2,1,59,2,5,6,40,2,1,2,6,3,177,0,330,0,0,4017,1,0,1865,2446,0,1991,0,481,3,6,334,1,2,3,0,9,287,1,2
11964,1,2,3,10,6,22,47,19,5,29,1,0,0,8,3,37,58292,8551,0,0,251,1,0,186,228,59134,213,2,55,62418,0,49,48,0,60531,3,6,3255,3,2521
11965,0,2,4,20,8,86,3,3,12,16,1,3,0,9,3,11,4398,5135,0,1,1729,1,0,2,1289,4451,1116,2,1162,4805,4,731,1,2,4589,0,2,180,1,2
11966,1,4,3,3,3,61,9,2,0,18,2,1,0,3,3,36,54682,5528,3,4,38,5,0,649,37,55508,36,5,1362,58600,0,100,0,3,56796,0,1,78,4,56
11967,1,22,0,2,0,45,4,29,11,40,3,6,3,4,3,37,13464,15458,3,0,667,1,0,867,44,13651,43,9,101,14867,0,49,239,3,14061,0,6,21,3,9
11968,1,3,1,5,6,147,18,6,4,40,0,2,3,8,0,64,65923,63818,1,5,250,5,0,108,11,66822,11,7,118,70446,6,96,1,2,68418,1,1,87,1,2
11969,0,23,0,35,12,94,47,65,15,39,4,22,3,0,3,84,0,6504,0,5,273,1,0,298,164,0,154,0,158,6134,2,124,379,3,3,0,8,3033,13,2341
11970,0,0,34,28,20,68,27,4,15,15,0,1,0,2,3,36,26948,136,0,0,1361,1,0,1093,1049,27375,923,7,6467,135,5,3037,0,0,28152,1,2,120,4,353
11971,0,2,1,28,7,86,1,4,5,4,1,1,0,1,7,12,0,7422,0,0,77,5,0,3704,74,0,72,2,483,3,5,335,163,3,3,0,0,360,2,265
11972,0,4,45,7,6,121,2,4,7,42,2,1,0,8,3,17,5600,6526,3,0,133,1,0,2488,126,5685,121,0,119,6153,1,19,124,3,5878,3,0,21,0,9
11973,0,3,34,4,11,69,12,15,13,16,0,0,0,13,3,108,8,10,0,0,715,19,0,2,216,9,201,1,1708,10,6,1005,1,2,10,1,0,9,1,2
11974,1,5,14,3,9,30,10,16,6,1,0,0,0,0,0,17,0,3666,0,1,160,1,0,119,1578,0,143,2,20,3,0,19,135,0,3,0,0,2659,0,15441
11975,1,5,3,7,7,133,0,7,6,1,0,1,2,1,7,12,0,6610,0,5,3646,1,0,265,1855,5763,1555,2,463,6241,6,325,0,3,5955,1,1,4570,2,3580
11976,0,4,7,10,17,37,33,2,13,26,2,0,0,15,3,352,3039,3606,0,4,132,5,0,94,163,3062,108,1,2598,3323,6,911,0,1,3183,0,1,2613,8,2004
11977,0,2,1,2,1,92,32,2,2,28,1,3,3,6,0,12,23679,26329,14,5,18,1,0,840,17,24064,17,2,52,26167,0,12,122,3,24780,0,6,21,2,9
11978,1,0,0,15,15,102,27,2,10,15,0,0,0,18,7,11,0,3051,0,5,32,5,0,180,31,0,30,5,2550,3,0,1388,1,2,3,1,6,2241,1,2
11979,0,4,14,5,7,60,42,16,11,24,2,2,3,1,2,274,5,2,0,0,176,1,0,967,164,6,154,1,943,7,2,603,1,2,7,0,8,2,1,2
11980,1,2,19,7,1,59,31,2,0,40,1,0,0,0,3,11,7401,8572,4,2,4472,1,0,891,2649,7493,2128,9,3582,8101,0,1864,1,2,7716,0,0,5801,1,2
11981,1,5,29,10,2,102,27,7,15,6,0,1,0,11,0,67,0,101,12,1,44,1,0,2874,42,79,41,1,124,93,0,101,1,2,87,1,8,4,1,2
11982,0,4,3,13,6,139,6,7,16,35,2,1,3,7,5,63,1135,1353,0,4,387,1,0,42,353,1151,323,1,1104,1252,0,94,38,3,1198,0,1,905,21,171
11983,0,2,1,0,7,9,7,18,15,16,1,0,0,1,3,216,738,891,0,5,36,1,0,1211,35,748,34,1,1082,838,0,687,0,1,779,0,1,43,2,24
11984,0,12,29,8,5,109,38,5,12,12,0,2,0,7,3,91,2234,2189,0,1,1059,19,0,42,887,2259,271,1,171,2027,0,134,1,2,2340,0,0,115,1,2
11985,0,2,33,5,1,18,19,2,2,23,1,1,3,6,3,395,41890,42504,0,0,166,10,0,27,154,42525,146,5,2275,45047,0,1239,0,0,43478,3,1,7737,12,327
11986,0,4,9,5,7,60,44,1,5,7,2,0,0,1,3,11,45,56,3,0,1617,14,0,2905,764,46,688,1,791,52,1,59,1,2,50,0,9,51,1,2
11987,0,4,71,11,7,37,47,26,5,18,2,6,0,7,3,46,0,52,0,4,383,1,0,3287,349,0,320,2,625,3,2,68,122,0,3,0,9,46,15,30
11988,0,4,19,8,4,26,2,15,10,34,2,2,3,5,3,252,1431,1691,3,0,335,32,0,456,793,1448,280,2,1621,1575,6,536,1,2,1504,3,4,1304,1,2
11989,1,0,8,22,2,94,0,15,14,36,0,2,0,1,3,127,0,15,30,2,3865,81,0,1699,1501,0,1271,1,275,3,1,203,0,0,3,0,8,33340,4,43
11990,0,4,3,17,11,47,32,15,5,12,2,1,0,13,2,130,273,340,0,3,6753,1,0,18045,1391,278,1197,9,392,322,0,281,0,3,295,0,1,81,12,215
11991,0,3,1,0,2,102,6,7,6,36,0,0,0,11,0,105,32241,33956,0,4,1309,1,0,2,817,32754,731,2,237,34996,0,161,199,3,33571,0,1,21,17,9
11992,0,2,3,3,3,57,7,10,6,13,1,1,0,3,0,17,65997,6170,3,0,1019,1,0,304,424,66895,391,5,24,70530,0,19,14,3,68493,0,1,2442,44,1881
11993,0,2,3,3,3,15,3,3,1,22,1,3,0,3,3,69,81,105,6,4,3039,1,0,2,731,83,660,1,127,97,4,103,0,1,91,0,2,19,0,43
11994,0,4,0,7,5,47,46,1,5,21,2,1,0,7,218,11,8,10,0,0,142,1,0,111,135,9,130,1,6434,10,1,1345,1,2,10,3,0,9,1,2
11995,0,2,7,3,10,104,3,3,11,14,1,3,3,10,0,14,642,792,13,5,3,1,0,21,3,653,3,1,151,737,6,15,0,1,684,1,1,635,4,6
11996,1,1,1,2,9,120,10,1,6,5,0,1,0,0,2,11,0,15,0,5,324,16,0,27,887,0,271,9,8630,3,1,3625,1,2,3,0,0,27190,1,2
11997,0,2,5,5,6,68,3,3,4,9,1,3,0,8,3,106,25,16,12,0,3714,6,0,2,709,26,641,1,303,28,4,225,1,2,29,0,7,14,1,2
11998,0,5,0,2,10,30,13,5,3,2,3,6,3,10,0,14,14991,17200,0,0,3482,5,0,1215,103,15214,101,2,242,16636,0,179,0,3,15681,0,9,10947,4,48
11999,0,4,13,4,8,126,23,1,13,43,2,0,0,15,3,14,8,10,6,0,108,1,0,401,103,9,101,1,151,10,1,15,0,1,10,0,1,9,4,55
12000,0,2,13,11,9,37,0,4,0,5,1,1,0,0,3,125,440,551,0,1,1430,4,0,172,1099,450,965,1,267,517,5,197,0,0,468,1,1,455,4,143
12001,0,2,3,3,3,150,3,13,6,31,1,9,0,3,3,11,66014,63899,5,0,1098,1,1,8048,151,66915,54,1,1352,70551,5,631,1,2,61727,0,1,402,1,2
12002,0,4,0,2,9,59,20,2,0,1,2,1,2,0,3,43,16480,18921,0,5,2409,1,0,2,1692,16720,543,2,74,18327,6,63,1,2,17261,0,2,56,1,2
12003,1,2,1,7,1,47,6,2,0,36,1,1,0,6,3,17,0,8853,0,1,3941,19,0,832,716,0,648,0,119,10038,0,19,86,3,3,3,1,19,0,4706
12004,0,2,3,2,1,135,3,3,6,23,1,3,0,6,4,276,21902,3634,0,5,55,1,1,38,53,22257,52,2,950,3343,0,609,0,1,3202,1,0,2629,0,2014
12005,1,2,3,3,3,76,20,3,1,4,1,3,0,3,3,140,0,6619,0,5,51,1,0,5064,49,0,48,13,3096,6252,0,1652,1,2,3,0,6,4577,1,2
12006,1,5,15,3,1,94,4,7,2,14,0,0,0,4,16,185,8,10,12,0,1743,1,0,10322,409,9,376,2,500,10,0,348,1,2,10,0,9,9,1,2
12007,0,4,14,0,3,117,21,4,1,1,2,1,0,3,3,110,1478,1743,1,4,307,5,0,2860,279,1491,256,2,980,1624,5,623,0,1,1549,0,1,889,18,672
12008,0,2,24,47,22,35,31,6,17,44,1,2,0,22,6,258,9790,11337,0,5,296,1,0,42,250,9905,35,2,1079,10795,0,558,0,1,10233,0,1,7484,0,5894
12009,0,2,4,3,1,12,10,4,2,23,1,1,0,6,3,149,245,303,0,0,3271,1,0,2,376,250,344,1,1748,289,5,645,1,2,267,0,0,263,1,2
12010,0,0,0,5,0,7,4,4,1,3,0,1,0,4,3,181,7145,8262,6,4,651,1,0,430,569,7235,462,2,1689,7806,5,343,0,1,7448,0,0,5575,0,803
12011,0,4,1,5,9,111,38,4,2,4,2,1,0,0,3,29,6187,7215,5,1,345,5,0,845,160,6274,118,1,105,6782,5,84,393,3,6468,0,1,4937,2,3904
12012,0,4,0,15,15,66,46,16,9,30,2,2,3,17,7,427,6290,111,5,5,7287,1,0,2734,1988,6376,1651,2,4009,5854,0,1473,1,2,5582,1,1,20,1,2
12013,0,0,4,2,9,85,9,4,9,18,0,1,0,0,3,108,8,10,0,0,380,19,0,2,1335,9,317,2,858,10,6,553,1,2,10,1,0,9,1,2
12014,0,13,1,2,0,27,4,19,2,3,0,1,0,4,3,29,34702,36180,14,1,4643,1,0,3910,2448,35267,1993,1,105,37504,0,84,393,3,36068,0,1,10528,4,3904
12015,0,2,27,17,6,139,6,1,5,9,1,1,0,8,6,26,0,22456,14,1,1985,1,0,2,3116,0,1232,1,222,3,1,30,73,0,3,0,1,13964,18,11116
12016,0,4,3,1,0,80,15,4,6,42,2,1,0,6,0,216,1127,1341,3,1,7441,1,1,14228,2661,1144,2139,6,1090,1246,5,687,0,1,1191,3,4,43,2,24
12017,0,2,1,0,3,40,3,3,1,1,1,3,0,3,16,12,0,8697,0,1,5020,1,0,2,2869,0,2286,0,12,3,4,12,0,3,3,5,1,5875,2,22005
12018,0,2,13,5,6,93,20,3,5,10,1,3,0,8,3,99,62386,60717,0,1,1265,1,0,165,373,22180,341,1,637,66745,0,146,0,1,64792,0,0,2105,16,296
12019,0,4,58,10,7,14,47,10,13,50,2,2,3,11,250,297,34,41,0,5,5771,1,0,5829,781,35,703,0,2637,38,6,704,0,1,38,1,9,2,2,2739
12020,0,2,0,2,1,47,38,10,4,32,1,2,3,6,3,100,2,2,0,5,1418,1,0,2,1093,2,961,5,6047,2,0,2885,1,2,2,0,2,2,1,2
12021,0,2,3,21,3,43,3,13,1,31,1,9,0,3,0,11,5131,5985,5,5,117,5,1,2,112,5203,52,7,2919,5626,8,1574,1,2,5375,0,7,4165,1,2
12022,0,2,38,4,3,65,20,4,2,23,1,1,0,3,3,12,20752,23395,3,4,1252,0,0,156,240,21077,223,1,50,23023,5,12,1480,3,21712,0,1,10153,2,11523
12023,0,2,4,2,1,76,7,10,4,20,1,3,0,6,0,11,129,158,0,1,2180,1,0,5663,1558,132,1320,2,2023,154,0,154,1,2,140,1,6,141,1,2
12024,0,2,3,3,3,43,3,3,1,1,1,3,0,3,0,14,22392,25034,1,0,117,1,1,2,112,22776,52,1,151,4737,8,15,0,1,23440,0,0,15313,4,116
12025,1,2,5,2,1,5,9,4,2,22,1,1,0,6,23,93,198,239,0,1,2916,1,0,9852,1957,200,1628,7,293,226,5,218,1,2,211,1,0,120,1,2
12026,0,2,7,3,3,121,3,13,2,31,1,9,0,3,3,27,0,39823,0,0,4751,1,0,1416,1028,0,70,1,97,3,0,31,1,2,3,0,2,28,1,2
12027,0,4,0,7,1,60,5,4,0,0,2,1,0,6,25,130,4502,5250,0,0,4138,5,0,2,60,4558,59,9,392,4914,5,281,0,3,4701,0,0,81,12,215
12028,1,15,7,13,2,46,0,17,4,43,0,8,21,1,2,11,10225,11844,0,5,1394,1,0,2,3615,10360,946,0,2798,11275,2,1510,1,2,10689,0,9,7813,1,2
12029,1,2,3,10,10,20,47,25,8,29,1,2,3,10,0,134,0,25781,0,1,404,5,0,265,367,0,336,1,2969,26508,0,1598,1,2,66606,0,1,14886,1,2
12030,1,0,55,3,0,46,4,1,1,3,0,0,0,4,3,113,0,3584,23,5,1328,0,0,2,1029,0,438,2,340,3,1,176,0,0,3,0,0,1491,6,1997
12031,0,1,1,12,10,82,12,19,12,21,0,2,0,11,3,66,77,100,3,2,1359,5,0,2,576,78,528,2,122,92,0,99,1,2,86,0,1,89,1,2
12032,0,2,20,0,5,98,1,4,4,4,1,1,0,7,13,177,0,1613,0,3,3057,1,0,386,457,0,422,5,1255,1496,5,788,1,2,3,0,1,287,1,2
12033,0,2,0,5,1,43,3,3,2,23,1,3,0,6,25,29,32700,34367,0,0,104,5,1,2,99,33213,97,7,820,35445,8,84,302,0,34019,0,2,21,4,9
12034,1,20,7,15,5,69,10,17,11,8,4,7,0,0,3,386,23031,12600,3,1,282,1,0,145,32,23418,31,2,5268,12057,0,1155,1,2,24116,1,6,2468,1,2
12035,1,2,5,2,9,61,20,16,2,28,1,0,5,0,6,123,0,4,0,1,253,5,0,2,229,0,214,2,645,55,2,194,1,2,550,0,1,4,1,2
12036,0,2,1,16,5,90,3,3,5,15,1,3,0,7,3,66,8,10,0,0,521,5,0,2,3541,9,427,1,634,10,4,380,1,2,10,0,2,9,1,2
12037,0,4,3,3,3,12,17,2,3,36,2,0,0,3,22,36,1566,1854,0,0,815,5,0,10365,695,1580,628,0,1532,1719,1,48,0,0,1639,0,9,1416,4,1080
12038,0,4,8,22,5,111,47,4,10,29,2,1,0,5,11,125,440,551,3,4,105,5,0,1858,100,450,98,1,267,517,5,197,0,0,468,0,1,455,4,143
12039,0,5,3,2,0,82,4,8,1,13,0,11,3,4,3,0,74,36,0,1,681,5,0,3860,592,75,539,0,80,87,6,53,0,1,83,0,0,19,0,28
12040,1,0,1,10,0,12,36,15,16,7,2,1,0,6,3,50,51235,52,8,0,1593,1,0,1641,460,51960,424,2,88,54893,0,72,14,3,53154,0,9,46,11,30
12041,1,4,0,4,1,111,7,22,17,33,2,8,3,6,3,28,0,15,0,5,1048,1,0,3879,32,0,31,2,34,3,0,32,785,0,3,0,6,33376,6,26579
12042,0,4,3,3,3,14,27,1,14,29,2,1,0,3,3,48,8,10,0,0,51,1,0,865,49,9,48,0,85,10,0,70,1,2,10,0,9,9,1,2
12043,1,2,2,3,9,18,35,17,14,24,1,11,2,0,7,68,3224,3829,0,0,647,32,0,219,134,3258,129,1,5320,3529,6,2588,1,2,3382,0,8,19,1,2
12044,0,2,0,2,1,76,3,3,2,23,1,3,0,6,3,255,49334,781,0,1,105,1,0,76,100,24773,98,2,848,1385,0,548,1,2,3185,0,0,57,1,2
12045,0,2,5,7,5,68,3,3,5,4,1,3,0,7,3,3,23354,75,0,0,1591,0,0,2,1200,23739,1046,1,70,70,3,60,1,2,4232,0,1,3,1,2
12046,1,2,8,15,6,79,3,3,8,5,1,3,3,11,3,11,3687,671,3,0,1304,1,0,28425,1013,3730,894,1,666,4035,5,441,1,2,3866,3,0,545,1,2
12047,0,2,0,3,3,3,3,13,1,31,1,9,0,3,5,11,0,14743,0,5,1158,65,0,2,922,0,820,0,5234,3,4,2171,1,2,3,0,4,9535,1,2
12048,0,4,22,22,8,28,49,7,17,29,2,0,0,14,0,67,0,101,11,1,1020,1,0,859,828,79,742,1,157,93,0,101,1,2,87,1,4,4,1,2
12049,1,4,11,4,3,139,2,2,5,41,2,0,0,3,0,110,2715,1743,6,5,1311,1,0,1409,1557,2743,898,2,980,1624,0,623,0,1,2844,0,7,889,18,672
12050,1,1,30,4,9,102,0,2,5,4,0,0,0,0,3,152,29427,31460,3,5,559,4,0,15156,261,29890,241,1,361,15255,0,262,0,0,30684,3,6,18448,12,14642
12051,1,4,5,5,7,6,18,4,12,40,2,1,0,1,7,3,6308,350,0,1,7,1,0,5,138,6394,7,1,70,333,5,60,1,2,2084,0,8,3,1,2
12052,0,2,14,3,1,59,38,2,2,1,1,1,2,6,27,119,3921,4615,0,5,2889,1,0,845,121,3967,118,0,651,4290,7,434,1,2,4104,1,1,3294,1,2
12053,0,10,0,2,5,107,10,17,5,34,0,11,0,0,3,67,0,101,0,1,3013,0,0,2,771,79,695,1,124,93,3,101,1,2,87,0,0,4,1,2
12054,0,2,21,3,1,43,3,3,0,1,1,3,0,0,0,11,0,49140,3,0,127,1,1,2,120,0,117,1,7387,3,8,3357,1,2,3,0,2,26698,1,2
12055,0,0,0,17,2,94,19,1,14,14,0,0,0,6,13,84,0,23356,0,6,3136,1,0,6016,175,0,164,0,158,22988,1,124,199,3,3,1,8,5519,13,4365
12056,0,0,1,4,1,45,19,4,2,23,0,1,0,6,3,29,14485,16646,0,5,518,1,0,2055,157,14693,149,2,102,16040,5,84,42,3,15153,0,1,10637,4,8385
12057,1,5,3,8,9,68,10,7,0,5,0,1,0,0,3,98,225,274,8,0,5384,1,0,2,2779,229,2227,9,2572,259,1,242,0,3,242,1,0,238,12,8469
12058,0,2,63,3,3,43,3,3,0,1,1,3,0,3,0,11,1198,322,0,0,256,5,1,2,233,1216,25,2,1885,308,8,508,1,2,1264,1,1,280,1,2
12059,1,0,7,4,7,55,0,4,4,1,0,1,0,1,3,6,935,318,24,5,893,1,0,2,743,945,670,1,2530,1044,0,6,1,2,982,1,0,6,1,2
12060,1,1,1,2,3,102,10,7,1,9,0,2,0,3,7,29,0,15,0,1,272,1,0,127,138,0,7,5,443,3,0,84,285,3,3,3,1,5124,4,1617
12061,0,10,0,4,1,39,4,25,6,16,0,6,0,4,3,12,8,10,3,1,1466,1,0,2310,1119,9,981,0,12,10,0,12,0,1,10,0,9,9,2,2357
12062,0,0,0,17,2,102,9,4,14,22,0,1,0,11,0,12,0,40978,0,5,10065,0,0,14233,1805,0,1513,1,50,50475,5,12,68,3,31848,0,0,22930,12,18293
12063,0,4,18,3,2,171,8,9,12,34,2,0,0,11,0,264,7308,8455,0,5,51,1,0,4087,49,7401,48,13,886,7987,0,571,1,2,7615,1,6,2438,1,2
12064,0,2,32,4,9,171,49,2,0,40,1,1,0,0,7,48,0,3391,0,5,51,1,0,35,49,0,48,0,85,11041,0,70,1,2,3,0,9,243,1,2
12065,0,2,11,3,1,0,3,3,12,14,1,3,0,6,7,3,0,1386,0,0,262,1,0,2,237,0,220,2,3,3,4,3,1,2,3,0,1,3,1,2
12066,0,2,1,4,3,79,27,4,1,25,1,1,0,3,13,17,676,831,3,4,120,5,0,139,77,686,75,2,20,772,0,19,0,3,715,0,1,21,0,9
12067,0,0,1,2,7,85,9,1,7,22,0,0,0,1,0,134,40512,688,0,1,18,21,0,12,17,41160,17,2,1630,2767,1,970,1,2,42059,0,6,564,1,2
12068,1,2,3,1,5,95,31,1,10,12,1,0,0,7,3,84,22093,24718,0,6,1221,1,0,9695,961,22459,851,17,1027,24471,0,124,0,3,23132,0,9,12550,13,9966
12069,0,2,43,4,1,21,3,3,0,18,1,3,0,6,3,14,66195,64055,1,5,299,0,0,42,366,67098,249,1,151,70739,3,15,0,1,68687,1,0,14801,4,6
12070,0,0,3,3,3,85,4,4,1,3,0,1,0,3,15,0,62,76,0,0,2614,1,0,2339,1791,63,1501,2,132,71,5,0,0,1,69,0,6,66,0,237
12071,1,2,1,2,1,67,38,9,2,42,1,8,3,6,3,446,5646,6573,1,1,149,1,0,3141,2134,5730,134,9,5872,6201,0,1645,1,2,5922,0,1,4544,1,2
12072,1,0,5,5,7,82,0,4,4,1,0,1,0,1,3,0,0,36,0,0,1988,5,0,1658,1234,0,1077,2,396,328,5,53,0,1,3,0,7,19,0,28
12073,0,4,0,7,1,3,44,15,0,16,2,0,0,6,3,29,0,15,0,0,2752,1,0,2496,1867,0,1563,2,102,3,0,84,0,0,3,0,1,22439,0,17865
12074,1,2,15,3,3,59,3,3,1,22,1,3,0,3,3,217,62575,905,0,1,2268,1,0,3768,1607,30885,855,4,829,66945,3,538,1,2,64979,0,5,638,1,2
12075,0,1,30,7,7,101,6,1,9,25,0,1,0,1,3,69,81,105,0,5,63,5,0,2,61,83,60,1,127,97,1,103,0,3,91,0,1,19,0,43
12076,0,0,7,13,5,71,20,4,5,4,0,1,0,7,3,29,13593,11071,0,1,2627,1,0,1610,1410,13784,1211,2,102,15012,3,84,0,3,14200,0,6,21,4,9
12077,1,4,11,5,9,37,20,1,0,1,2,1,0,0,3,227,1817,1631,0,1,2089,1,0,2,1496,1834,1268,2,705,1988,1,466,1,2,1895,3,1,490,1,2
12078,0,2,27,7,6,76,44,3,6,43,1,3,3,13,3,99,409,270,3,2,2654,6,0,3212,1763,415,1477,0,468,256,6,146,0,1,239,0,1,235,16,173
12079,1,2,4,2,9,93,3,3,14,1,1,3,0,0,15,75,88,113,0,6,315,14,0,232,1272,91,126,5,138,106,1,111,1,2,99,0,0,99,1,2
12080,1,0,3,7,9,0,29,0,13,19,2,2,0,8,3,130,71,90,0,5,2516,1,0,5258,1746,72,1464,2,503,83,0,281,0,0,80,1,9,81,12,215
12081,0,4,26,2,0,64,68,3,5,19,2,3,0,6,3,38,2,2,0,0,559,1,0,5713,261,2,241,2,245,2,0,95,1,2,2,0,7,2,1,2
12082,1,2,1,14,3,122,49,4,1,32,1,3,0,3,0,37,35186,36605,3,0,399,5,0,295,76,35761,74,2,55,37998,1,49,111,0,36573,0,1,11071,3,8739
12083,1,2,0,5,7,21,56,10,12,36,1,0,0,1,3,306,1254,1487,0,5,5661,5,0,2,1834,1269,1539,1,2603,1382,0,729,1,2,1318,1,2,1148,1,2
12084,0,2,6,3,4,20,3,3,7,15,1,3,0,13,3,18,64,80,0,0,1547,1,0,2,1171,65,1021,2,22,74,4,21,1,2,72,0,2,69,1,2
12085,0,2,3,8,20,133,2,0,13,8,1,2,3,2,144,1,1,1,0,3,704,5,0,2829,553,1,507,0,17,1,0,1,0,1,1,0,1,1,2,1
12086,0,2,19,5,7,127,49,18,6,21,1,8,0,1,2,370,2368,2817,0,1,641,1,0,491,719,2391,516,0,1835,2603,0,1057,1,2,2479,0,8,911,1,2
12087,1,5,7,24,8,46,4,0,5,16,0,8,11,4,14,20,1662,1953,3,0,26,1,0,22,25,1673,25,1,111,1816,2,23,32,3,1733,1,8,1488,4,1133
12088,1,6,1,3,1,7,0,10,12,25,3,0,1,6,250,310,0,15,0,0,883,1,0,1177,116,0,113,2,4679,3,7,739,1,2,3,1,4,6924,1,2
12089,0,0,0,5,3,142,24,6,12,43,0,2,2,3,3,28,0,64111,0,0,2447,1,0,1154,193,0,179,2,34,3,6,32,1598,0,3,0,0,1429,6,4159
12090,0,2,63,5,9,35,3,3,0,5,1,3,0,0,16,14,0,20207,14,5,2139,0,0,2,594,0,541,1,151,70792,4,15,0,1,3,0,2,12710,0,256
12091,0,2,13,10,7,127,46,3,4,40,1,3,0,8,0,220,1176,678,4,1,6547,1,0,1944,2465,1195,2009,2,670,1296,0,445,0,1,1243,0,0,483,12,43
12092,0,2,4,4,3,43,3,3,1,22,1,3,0,3,3,20,0,64120,0,0,256,5,1,2,233,0,25,0,69,70799,8,23,0,3,68753,1,1,33432,6,26627
12093,0,2,8,2,3,3,3,3,1,22,1,3,0,3,2,45,10,16,0,4,1909,1,0,2,1394,11,1199,2,79,14,4,67,0,1,14,0,6,14,12,403
12094,0,2,1,9,5,76,43,2,5,15,1,1,0,7,7,134,3465,2596,0,1,2191,1,1,1160,279,3501,256,2,1260,2403,1,789,1,2,3630,0,6,706,1,2
12095,0,4,7,2,3,13,34,2,6,20,2,0,3,3,3,12,5283,6180,0,5,404,1,0,729,367,5357,336,1,50,5812,0,12,109,3,5546,0,1,21,2,9
12096,0,4,13,8,2,61,2,2,12,19,2,2,0,9,0,24,5,2,0,0,2468,27,0,4178,171,6,161,6,1223,7,0,214,1,2,7,0,1,2,1,2
12097,1,3,0,5,9,81,0,2,0,5,0,1,0,0,13,9,7331,8478,0,5,5772,1,0,3417,822,7423,736,2,511,8012,0,354,0,1,7637,1,6,5739,2,308
12098,0,3,0,4,9,85,20,2,12,36,3,0,0,0,0,84,0,4664,5,0,3791,1,0,1945,1617,0,1360,2,231,3,0,124,21,3,3,1,6,2941,0,2277
12099,0,4,4,2,3,59,12,1,1,22,2,1,0,3,3,0,0,114,0,1,4990,16,0,2,2855,0,2278,2,132,359,1,0,0,0,68772,0,0,19,0,73
12100,0,10,27,12,9,4,10,15,0,5,0,1,0,0,6,98,199,242,0,4,351,5,0,16094,322,201,294,2,716,228,1,326,0,0,212,0,0,212,12,5631
12101,0,2,8,28,4,91,3,3,12,7,1,3,0,5,22,125,440,551,0,0,4409,1,1,8325,2619,450,2112,1,267,517,1,197,0,0,468,0,0,455,4,143
12102,1,6,27,2,1,87,0,16,12,18,3,2,4,6,3,11,636,687,0,1,428,1,0,1534,387,647,354,2,6762,634,2,490,1,2,678,0,7,563,1,2
12103,0,4,4,22,16,171,31,4,17,41,2,1,0,18,3,14,333,416,0,1,493,0,0,75,153,339,145,1,880,395,5,213,0,0,359,0,1,338,4,516
12104,0,4,4,5,7,66,25,2,12,13,2,0,0,13,6,119,0,1561,0,1,3690,1,0,10049,532,0,489,1,1227,3,1,772,1,2,3,0,1,1200,1,2
12105,0,2,3,3,3,144,3,3,1,22,1,3,0,3,0,11,0,15,0,0,525,1,1,1293,164,0,154,1,253,3,0,187,1,2,3,0,0,95,1,2
12106,0,6,20,2,1,30,19,10,2,23,0,1,3,6,3,11,45,56,0,0,3151,1,0,2874,941,46,835,1,2791,52,0,198,1,2,50,0,1,51,1,2
12107,0,2,34,7,4,33,3,3,14,16,1,3,0,5,0,45,28,36,0,4,4709,5,0,2,2743,29,2201,0,654,32,4,67,0,1,32,0,1,19,12,296
12108,0,0,24,4,1,31,19,2,2,42,0,2,0,6,3,57,66284,14077,4,4,2482,5,0,14,352,67180,148,2,234,70830,2,85,0,3,68782,0,0,63,11,45
12109,1,21,9,8,7,108,30,22,6,1,0,1,3,1,3,46,0,39784,5,1,6863,1,0,10117,2771,0,2222,2,625,3,0,68,112,0,3,0,1,1296,2,1828
12110,1,10,63,2,6,94,4,15,5,43,3,0,0,4,14,11,0,11,3,5,1483,1,0,258,321,0,293,2,280,11,0,11,1,2,11,1,9,4,1,2
